WorkTimeInSeconds,Input.Hotel,Input.Question,Answer.Q1AnswerPart1
53,Hawthorn Suites by Wyndham St Louis Westport Plaza,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
85,Hawthorn Suites by Wyndham St Louis Westport Plaza,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Hawthorn Suites by Wyndham St Louis Westport Plaza,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
46,Hawthorn Suites by Wyndham St Louis Westport Plaza,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
23,Hawthorn Suites by Wyndham St Louis Westport Plaza,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
508,Hawthorn Suites by Wyndham St Louis Westport Plaza,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
27,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
10,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
11,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
34,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
7,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
43,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
368,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
7,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
320,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
62,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
127,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
28,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
138,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
270,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
332,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
38,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
66,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
16,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
7,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
14,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
7,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
154,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
39,Renaissance St Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
29,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
22,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
45,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
36,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
230,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
3,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
70,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
156,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
51,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
29,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
9,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
27,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
32,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
109,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
159,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
33,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
4,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
322,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
49,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
70,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
198,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
44,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
12,Best Western St Louis Inn,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
355,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
12,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
374,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
570,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
74,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
456,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
13,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
109,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
12,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
111,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
3,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
69,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
31,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
15,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
40,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
379,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
44,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
294,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
77,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
35,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
244,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
299,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
55,Marriott St. Louis West,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
16,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
240,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
362,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
25,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
448,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
18,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
10,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
22,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
99,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
2,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
7,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
44,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
8,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
117,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
95,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
23,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
297,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
525,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
153,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
19,River City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
460,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
341,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
29,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
102,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
16,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
9,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
213,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
23,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
323,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
44,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
182,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
8,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
28,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
14,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
75,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
14,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
14,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
7,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
96,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
82,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
77,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
288,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,Holiday Inn Express St. Louis Airport - Riverport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
26,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
26,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
16,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
214,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
69,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
224,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
32,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
242,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
68,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
23,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
33,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
21,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
67,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
161,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
31,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
7,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
21,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
34,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
171,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
30,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
164,Pear Tree Inn St. Louis Airport,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
46,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
154,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
13,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
25,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
49,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
248,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
18,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
134,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
10,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
33,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
422,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
157,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
18,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
395,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
175,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
5,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
373,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
75,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
25,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
74,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
13,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
10,Courtyard By Marriott St Louis Downtown Convention Center,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
572,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
188,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
8,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
70,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
29,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
51,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
238,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
41,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
213,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
18,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
111,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
18,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
15,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
44,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
2,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
435,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
20,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
224,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
65,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
68,The Cheshire,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
12,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
3,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
446,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
222,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
57,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
9,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
41,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
233,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
24,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
44,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
158,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
20,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
11,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
100,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
39,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
228,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
23,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
343,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
11,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
68,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
96,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
7,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
41,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
174,Days Inn Downtown St Louis,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
25,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
14,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
38,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
122,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
360,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
17,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
10,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
16,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
20,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
39,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
45,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
39,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
114,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
4,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
6,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
35,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
224,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
311,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
9,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
126,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
218,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
22,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
38,Courtyard St Louis Airport - Earth City,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
63,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
65,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
73,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
233,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
26,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
26,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
12,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
58,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
225,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
24,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
26,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
168,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
24,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
244,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
30,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
151,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
353,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
15,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
342,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
313,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
32,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
16,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
128,Days Inn St Louis Westport MO,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
48,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
26,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
10,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
243,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
234,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
37,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
5,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
12,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
13,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
17,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
30,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
14,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
9,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
9,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
170,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
40,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
53,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
184,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
10,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
248,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
3,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,-1
157,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
22,Fleur-De-Lys Mansion,Is this hotel in a safe part of town (e.g. with low crime rates)?,1
